Unnamed: 0,year,month,day,store_number,zip_code,county_number,category,vendor_number,item_number,pack,bottle_vol,bottle_cost,state_bottle_retail,bottles_sold,sale,fd,vol_sold,store_subnumber
8428139,2016,1,4,2521,-15271,77,1101100,229,42149,12,750,7.49,11.24,4,44.96,3.9690974000000003,3.0,100
8428140,2016,1,4,2613,-14035,78,1101100,229,42149,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,1
8428141,2016,1,4,2650,-13999,83,1031200,380,42142,12,750,6.5,9.75,2,19.5,3.0692956000000002,1.5,100
8428142,2016,1,4,2191,-12904,56,1031200,380,42142,12,750,6.5,9.75,1,9.75,2.3350883,0.75,100
8428143,2016,1,4,2573,-12775,70,1031200,380,42079,12,1000,7.5,11.25,4,45.0,3.9700642,4.0,100
8428144,2016,1,4,2460,-15095,100,1031200,380,42002,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428145,2016,1,4,3612,-13476,49,1031200,380,42079,12,1000,7.5,11.25,2,22.5,3.2222682999999996,2.0,100
8428146,2016,1,4,3525,-13183,92,1031200,380,42079,12,1000,7.5,11.25,2,22.5,3.2222682999999996,2.0,100
8428147,2016,1,4,2191,-12904,56,1031200,380,42079,12,1000,7.5,11.25,12,135.0,5.1788254,12.0,100
8428148,2016,1,4,4633,-14026,78,1012100,115,11774,24,375,3.07,4.61,6,27.66,3.4438313999999997,2.25,520
8428149,2016,1,4,4560,-13999,83,1012100,115,11774,24,375,3.07,4.61,6,27.66,3.4438313999999997,2.25,2914
8428150,2016,1,4,5094,-13135,57,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,2778
8428151,2016,1,4,4740,-14035,78,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,4405
8428152,2016,1,4,4549,-15480,85,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,2913
8428153,2016,1,4,3612,-13476,49,1031200,380,42009,6,1750,10.99,16.49,2,32.98,3.6333961,3.5,100
8428154,2016,1,4,2590,-13134,57,1031200,380,42002,6,500,4.89,7.34,1,7.34,2.037548,0.5,5
8428155,2016,1,4,2605,-13134,57,1031200,380,42002,6,500,4.89,7.34,3,22.02,3.1991857999999995,1.5,5
8428156,2016,1,4,4482,-15411,91,1031200,380,42002,6,500,4.89,7.34,1,7.34,2.037548,0.5,929
8428157,2016,1,4,4696,-15270,77,1031200,380,42002,6,500,4.89,7.34,1,7.34,2.037548,0.5,517
8428158,2016,1,4,4361,-15223,77,1031200,380,42002,6,500,4.89,7.34,2,14.68,2.767198,1.0,100
8428159,2016,1,4,3917,-12732,82,1031200,380,42002,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428160,2016,1,4,3385,-13134,57,1031200,380,42079,12,1000,7.5,11.25,12,135.0,5.1788254,12.0,100
8428161,2016,1,4,4718,-15270,77,1031200,380,41989,12,750,6.5,9.75,12,117.0,5.019722499999999,9.0,6623
8428162,2016,1,4,5013,-12814,82,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428163,2016,1,4,2512,-13296,52,1031200,300,41943,12,750,7.0,10.5,3,31.5,3.583849,2.25,100
8428164,2016,1,4,4098,-13183,92,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428165,2016,1,4,2507,-12935,29,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,1
8428166,2016,1,4,2191,-12904,56,1101100,434,41846,12,750,9.0,13.5,1,13.5,2.6783984,0.75,100
8428167,2016,1,4,5054,-13449,28,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428168,2016,1,4,3465,-15320,39,1101100,434,41846,12,750,9.0,13.5,3,40.5,3.855663,2.25,100
8428169,2016,1,4,2517,-15328,50,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,1
8428170,2016,1,4,3525,-13183,92,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428171,2016,1,4,4619,-12909,56,1101100,434,41846,12,750,9.0,13.5,1,13.5,2.6783984,0.75,100
8428172,2016,1,4,4303,-12899,29,1101100,434,41846,12,750,9.0,13.5,2,27.0,3.4178638,1.5,100
8428173,2016,1,4,4856,-13283,57,1101100,434,41846,12,750,9.0,13.5,6,81.0,4.61316,4.5,100
8428174,2016,1,4,2647,-13125,57,1031200,259,41840,12,750,3.82,6.06,2,12.12,2.5643667999999997,1.5,7
8428175,2016,1,4,5046,-12904,56,1031200,380,41783,6,500,4.89,7.34,6,44.04,3.946628,3.0,100
8428176,2016,1,4,4819,-15527,77,1031200,380,41783,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428177,2016,1,4,2605,-13134,57,1031200,380,41783,6,500,4.89,7.34,3,22.02,3.1991857999999995,1.5,5
8428178,2016,1,4,2590,-13134,57,1031200,380,41783,6,500,4.89,7.34,1,7.34,2.037548,0.5,5
8428179,2016,1,4,2521,-15271,77,1031200,380,41783,6,500,4.89,7.34,6,44.04,3.946628,3.0,100
8428180,2016,1,4,2532,-15219,77,1031200,380,41783,6,500,4.89,7.34,1,7.34,2.037548,0.5,2
8428181,2016,1,4,3917,-12732,82,1031200,380,41783,6,500,4.89,7.34,2,14.68,2.767198,1.0,100
8428182,2016,1,4,4933,-12935,29,1031200,380,41783,6,500,4.89,7.34,6,44.04,3.946628,3.0,100
8428183,2016,1,4,5018,-12734,82,1031200,380,41783,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428184,2016,1,4,3612,-13476,49,1062100,260,42166,12,750,10.0,15.0,2,30.0,3.5312523999999996,1.5,100
8428185,2016,1,4,3952,-12814,82,1031200,380,41707,12,1000,5.78,8.67,12,104.04,4.8895683,12.0,100
8428186,2016,1,4,2662,-12775,70,1031200,380,41783,6,500,4.89,7.34,6,44.04,3.946628,3.0,100
8428187,2016,1,4,3549,-12909,56,1031200,380,41783,6,500,4.89,7.34,6,44.04,3.946628,3.0,100
8428188,2016,1,4,2498,-14930,33,1031200,380,41783,6,500,4.89,7.34,4,29.36,3.5080237000000003,2.0,100
8428189,2016,1,4,4580,-13183,92,1031200,380,41783,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428190,2016,1,4,4504,-15411,91,1031200,380,41783,6,500,4.89,7.34,6,44.04,3.946628,3.0,921
8428191,2016,1,4,4898,-12935,29,1031200,380,41783,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428192,2016,1,4,4619,-12909,56,1031200,380,41783,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428193,2016,1,4,2560,-13234,57,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428194,2016,1,4,4223,-14829,7,1101100,434,41846,12,750,9.0,13.5,5,67.5,4.412795,3.75,100
8428195,2016,1,4,3899,-15270,77,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428196,2016,1,4,3628,-13134,57,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428197,2016,1,4,2588,-13133,57,1031200,259,41927,12,750,3.82,6.06,3,18.18,2.994543,2.25,6
8428198,2016,1,4,2573,-12775,70,1031200,259,41927,12,750,3.82,6.06,1,6.06,1.8377765,0.75,100
8428199,2016,1,4,2662,-12775,70,1031200,259,41927,12,750,3.82,6.06,3,18.18,2.994543,2.25,100
8428200,2016,1,4,4223,-14829,7,1031200,259,41927,12,750,3.82,6.06,2,12.12,2.5643667999999997,1.5,100
8428201,2016,1,4,4819,-15527,77,1031200,380,41857,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428202,2016,1,4,4482,-15411,91,1031200,380,41857,6,500,4.89,7.34,1,7.34,2.037548,0.5,929
8428203,2016,1,4,2532,-15219,77,1031200,380,41857,6,500,4.89,7.34,2,14.68,2.767198,1.0,2
8428204,2016,1,4,4874,-12895,44,1031200,380,41857,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428205,2016,1,4,2498,-14930,33,1031200,380,41857,6,500,4.89,7.34,1,7.34,2.037548,0.5,100
8428206,2016,1,4,4867,-14035,78,1031200,380,41857,6,500,4.89,7.34,6,44.04,3.946628,3.0,100
8428207,2016,1,4,2590,-13134,57,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,5
8428208,2016,1,4,4829,-15222,77,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428209,2016,1,4,4819,-15527,77,1101100,434,41846,12,750,9.0,13.5,2,27.0,3.4178638,1.5,100
8428210,2016,1,4,5142,-13233,57,1101100,434,41846,12,750,9.0,13.5,1,13.5,2.6783984,0.75,100
8428211,2016,1,4,4856,-13283,57,1031200,380,41989,12,750,6.5,9.75,6,58.5,4.256092,4.5,100
8428212,2016,1,4,2512,-13296,52,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428213,2016,1,4,4312,-14035,78,1101100,434,41846,12,750,9.0,13.5,4,54.0,4.1686554,3.0,100
8428214,2016,1,4,2650,-13999,83,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428215,2016,1,4,2647,-13125,57,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,7
8428216,2016,1,4,2554,-12734,82,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428217,2016,1,4,2190,-15222,77,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428218,2016,1,4,3162,-12775,70,1101100,434,41846,12,750,9.0,13.5,5,67.5,4.412795,3.75,100
8428219,2016,1,4,4972,-13377,22,1101100,434,41846,12,750,9.0,13.5,4,54.0,4.1686554,3.0,100
8428220,2016,1,4,3747,-12945,54,1101100,434,41846,12,750,9.0,13.5,4,54.0,4.1686554,3.0,100
8428221,2016,1,4,2460,-15095,100,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428222,2016,1,4,3679,-13377,22,1101100,434,41846,12,750,9.0,13.5,1,13.5,2.6783984,0.75,100
8428223,2016,1,4,2618,-13134,57,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,6
8428224,2016,1,4,3886,-13331,53,1101100,434,41846,12,750,9.0,13.5,24,324.0,6.163139,18.0,100
8428225,2016,1,4,3811,-12904,56,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428226,2016,1,4,3859,-14892,10,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,100
8428227,2016,1,4,2648,-15271,77,1101100,434,41846,12,750,9.0,13.5,12,162.0,5.382259400000001,9.0,4
8428228,2016,1,4,2538,-14834,7,1062100,260,42166,12,750,10.0,15.0,1,15.0,2.7900763,0.75,3
8428229,2016,1,4,4373,-15270,77,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,74
8428230,2016,1,4,2643,-14835,7,1062100,260,42166,12,750,10.0,15.0,2,30.0,3.5312523999999996,1.5,100
8428231,2016,1,4,4829,-15222,77,1062300,370,42699,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428232,2016,1,4,4402,-13209,92,1012100,115,11774,24,375,3.07,4.61,3,13.83,2.703974,1.12,80
8428233,2016,1,4,4993,-12904,56,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,100
8428234,2016,1,4,4757,-15501,77,1012100,115,11774,24,375,3.07,4.61,3,13.83,2.703974,1.12,100
8428235,2016,1,4,2498,-14930,33,1012100,115,11774,24,375,3.07,4.61,6,27.66,3.4438313999999997,2.25,100
8428236,2016,1,4,2628,-14909,42,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,100
8428237,2016,1,4,2618,-13134,57,1012100,115,11774,24,375,3.07,4.61,3,13.83,2.703974,1.12,6
8428238,2016,1,4,4604,-15328,50,1012100,115,11774,24,375,3.07,4.61,6,27.66,3.4438313999999997,2.25,100
8428239,2016,1,4,2662,-12775,70,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,100
8428240,2016,1,4,2653,-13183,92,1012100,115,11774,24,375,3.07,4.61,2,9.22,2.27637,0.75,100
8428241,2016,1,4,4473,-15320,39,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,92
8428242,2016,1,4,2601,-12980,51,1062300,370,42699,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428243,2016,1,4,2643,-14835,7,1062300,370,42699,12,750,7.49,11.24,2,22.48,3.221316,1.5,100
8428244,2016,1,4,5091,-12775,70,1012100,115,11774,24,375,3.07,4.61,12,55.32,4.195020700000001,4.5,436
8428245,2016,1,4,2538,-14834,7,1062300,370,42699,12,750,7.49,11.24,1,11.24,2.4848156,0.75,3
8428246,2016,1,4,2670,-13295,52,1062300,370,42699,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428247,2016,1,4,2653,-13183,92,1062300,370,42699,12,750,7.49,11.24,2,22.48,3.221316,1.5,100
8428248,2016,1,4,2460,-15095,100,1062300,370,42699,12,750,7.49,11.24,2,22.48,3.221316,1.5,100
8428249,2016,1,4,2618,-13134,57,1062300,370,42699,12,750,7.49,11.24,2,22.48,3.221316,1.5,6
8428250,2016,1,4,2190,-15222,77,1062300,370,42699,12,750,7.49,11.24,2,22.48,3.221316,1.5,100
8428251,2016,1,4,2569,-13134,57,1062300,370,42699,12,750,7.49,11.24,2,22.48,3.221316,1.5,2
8428252,2016,1,4,3525,-13183,92,1062300,370,42699,12,750,7.49,11.24,1,11.24,2.4848156,0.75,100
8428253,2016,1,4,4845,-13135,57,1012100,115,11774,24,375,3.07,4.61,48,221.28,5.732092400000001,18.0,100
8428254,2016,1,4,2647,-13125,57,1012100,115,11774,24,375,3.07,4.61,3,13.83,2.703974,1.12,7
8428255,2016,1,4,2191,-12904,56,1062300,370,42712,12,500,4.95,7.43,1,7.43,2.0502813,0.5,100
8428256,2016,1,4,4967,-12810,82,1012100,115,11774,24,375,3.07,4.61,4,18.44,3.0096781000000004,1.5,100
8428257,2016,1,4,2573,-12775,70,1012100,115,11774,24,375,3.07,4.61,12,55.32,4.195020700000001,4.5,100
8428258,2016,1,4,4543,-13234,57,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,2924
8428259,2016,1,4,4152,-13981,43,1062300,370,42699,12,750,7.49,11.24,3,33.72,3.6573597999999996,2.25,100
8428260,2016,1,4,4596,-15219,77,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,534
8428261,2016,1,4,3403,-12798,58,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,100
8428262,2016,1,4,4504,-15411,91,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,921
8428263,2016,1,4,4845,-13135,57,1012100,115,11773,48,200,1.56,2.34,48,112.32,4.9744269999999995,9.6,100
8428264,2016,1,4,2647,-13125,57,1012100,115,11773,48,200,1.56,2.34,3,7.02,1.9910033999999999,0.6,7
8428265,2016,1,4,2643,-14835,7,1031200,380,41707,12,1000,5.78,8.67,2,17.34,2.9441564,2.0,100
8428266,2016,1,4,2538,-14834,7,1062300,370,42703,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,3
8428267,2016,1,4,2648,-15271,77,1012100,115,11773,48,200,1.56,2.34,48,112.32,4.9744269999999995,9.6,4
8428268,2016,1,4,4698,-12980,51,1012100,115,11773,48,200,1.56,2.34,96,224.64,5.74906,19.2,100
8428269,2016,1,4,2584,-12909,56,1062300,370,42703,12,750,7.49,11.24,4,44.96,3.9690974000000003,3.0,100
8428270,2016,1,4,5102,-13222,57,1062300,370,42703,12,750,7.49,11.24,3,33.72,3.6573597999999996,2.25,100
8428271,2016,1,4,2590,-13134,57,1012100,115,11773,48,200,1.56,2.34,5,11.7,2.5271297,1.0,5
8428272,2016,1,4,3400,-15219,77,1012100,115,11773,48,200,1.56,2.34,48,112.32,4.9744269999999995,9.6,100
8428273,2016,1,4,2588,-13133,57,1012100,115,11773,48,200,1.56,2.34,6,14.04,2.7199404,1.2,6
8428274,2016,1,4,4180,-13234,57,1012100,115,11773,48,200,1.56,2.34,48,112.32,4.9744269999999995,9.6,100
8428275,2016,1,4,2653,-13183,92,1062300,370,42703,12,750,7.49,11.24,2,22.48,3.221316,1.5,100
8428276,2016,1,4,3628,-13134,57,1062300,370,42703,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428277,2016,1,4,5077,-14035,78,1062300,370,42703,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428278,2016,1,4,3811,-12904,56,1062300,370,42703,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428279,2016,1,4,3618,-13132,57,1062300,370,42703,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428280,2016,1,4,2558,-12895,44,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,100
8428281,2016,1,4,3644,-15527,77,1062300,370,42703,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428282,2016,1,4,2517,-15328,50,1012100,115,11774,24,375,3.07,4.61,10,46.1,3.996324,3.75,1
8428283,2016,1,4,3461,-15286,1,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,100
8428284,2016,1,4,2560,-13234,57,1062300,370,42703,12,750,7.49,11.24,6,67.44,4.41182,4.5,100
8428285,2016,1,4,4016,-14915,38,1062300,370,42703,12,750,7.49,11.24,1,11.24,2.4848156,0.75,100
8428286,2016,1,4,2527,-15221,77,1062300,370,42703,12,750,7.49,11.24,2,22.48,3.221316,1.5,5
8428287,2016,1,4,4622,-15216,77,1012100,115,11774,24,375,3.07,4.61,6,27.66,3.4438313999999997,2.25,544
8428288,2016,1,4,4580,-13183,92,1012100,115,11774,24,375,3.07,4.61,9,41.49,3.8818623999999997,3.38,100
8428289,2016,1,4,4379,-15270,77,1012100,115,11774,24,375,3.07,4.61,6,27.66,3.4438313999999997,2.25,100
8428290,2016,1,4,4859,-12935,29,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,6604
8428291,2016,1,4,4644,-12733,82,1012100,115,11774,24,375,3.07,4.61,10,46.1,3.996324,3.75,588
8428292,2016,1,4,4641,-15221,77,1012100,115,11774,24,375,3.07,4.61,9,41.49,3.8818623999999997,3.38,573
8428293,2016,1,4,3907,-12775,70,1012100,115,11774,24,375,3.07,4.61,2,9.22,2.27637,0.75,100
8428294,2016,1,4,4361,-15223,77,1012100,115,11774,24,375,3.07,4.61,8,36.88,3.7542176,3.0,100
8428295,2016,1,4,5072,-12895,44,1012100,115,11774,24,375,3.07,4.61,24,110.64,4.9577160000000005,9.0,100
8428296,2016,1,4,2633,-15216,77,1081700,305,42599,6,750,18.34,27.51,6,165.06,5.403185400000001,4.5,100
8428297,2016,1,4,2590,-13134,57,1062050,389,42666,12,750,9.98,14.97,2,29.94,3.5290953999999997,1.5,5
8428298,2016,1,4,2643,-14835,7,1062050,389,42666,12,750,9.98,14.97,3,44.91,3.9678879,2.25,100
8428299,2016,1,4,2647,-13125,57,1062300,91,42566,12,750,9.51,14.27,3,42.81,3.9158595000000003,2.25,7
8428300,2016,1,4,2601,-12980,51,1062300,91,42566,12,750,9.51,14.27,12,171.24,5.444314,9.0,100
8428301,2016,1,4,2191,-12904,56,1062300,91,42566,12,750,9.51,14.27,1,14.27,2.7371619,0.75,100
8428302,2016,1,4,2662,-12775,70,1062050,389,42507,12,750,14.99,22.49,2,44.98,3.969581,1.5,100
8428303,2016,1,4,4166,-14888,10,1062200,35,42370,12,750,12.5,18.75,1,18.75,3.0274532,0.75,100
8428304,2016,1,4,4482,-15411,91,1062300,370,42312,12,750,8.49,12.74,2,25.48,3.3556175,1.5,929
8428305,2016,1,4,2190,-15222,77,1062300,370,42312,12,750,8.49,12.74,2,25.48,3.3556175,1.5,100
8428306,2016,1,4,2538,-14834,7,1062050,305,42244,12,750,9.42,14.13,1,14.13,2.726712,0.75,3
8428307,2016,1,4,2521,-15271,77,1062050,305,42242,12,750,9.42,14.13,2,28.26,3.4669175,1.5,100
8428308,2016,1,4,2573,-12775,70,1062050,305,42242,12,750,9.42,14.13,2,28.26,3.4669175,1.5,100
8428309,2016,1,4,2538,-14834,7,1062050,305,42242,12,750,9.42,14.13,2,28.26,3.4669175,1.5,3
8428310,2016,1,4,2512,-13296,52,1062050,305,42240,12,750,9.42,14.13,2,28.26,3.4669175,1.5,100
8428311,2016,1,4,2538,-14834,7,1062050,305,42240,12,750,9.42,14.13,3,42.39,3.9051546999999998,2.25,3
8428312,2016,1,4,2538,-14834,7,1062050,305,42204,12,750,9.42,14.13,1,14.13,2.726712,0.75,3
8428313,2016,1,4,5054,-13449,28,1062300,305,42177,12,500,5.05,7.58,3,22.74,3.2336294999999997,1.5,100
8428314,2016,1,4,2538,-14834,7,1081700,370,42175,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,3
8428315,2016,1,4,3562,-12881,29,1081700,370,42175,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428316,2016,1,4,3868,-13234,57,1081700,370,42175,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428317,2016,1,4,3690,-14834,7,1081700,370,42175,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428318,2016,1,4,2633,-15216,77,1062100,260,42167,12,1000,12.5,18.75,12,225.0,5.750863,12.0,100
8428319,2016,1,4,3773,-13135,57,1062100,260,42167,12,1000,12.5,18.75,3,56.25,4.213229,3.0,100
8428320,2016,1,4,2191,-12904,56,1062100,260,42167,12,1000,12.5,18.75,1,18.75,3.0274532,1.0,100
8428321,2016,1,4,2605,-13134,57,1062100,260,42166,12,750,10.0,15.0,2,30.0,3.5312523999999996,1.5,5
8428322,2016,1,4,2588,-13133,57,1062100,260,42166,12,750,10.0,15.0,3,45.0,3.9700642,2.25,6
8428323,2016,1,4,2512,-13296,52,1062100,260,42166,12,750,10.0,15.0,4,60.0,4.2837806,3.0,100
8428324,2016,1,4,2648,-15271,77,1062100,260,42166,12,750,10.0,15.0,6,90.0,4.7293134000000006,4.5,4
8428325,2016,1,4,3562,-12881,29,1062300,370,42676,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428326,2016,1,4,4152,-13981,43,1062100,260,42166,12,750,10.0,15.0,5,75.0,4.528485,3.75,100
8428327,2016,1,4,3868,-13234,57,1062300,370,42676,12,750,7.49,11.24,12,134.88,5.1778355000000005,9.0,100
8428328,2016,1,4,5149,-12935,29,1062300,370,42676,12,750,7.49,11.24,4,44.96,3.9690974000000003,3.0,100
8428329,2016,1,4,4696,-15270,77,1012100,115,11774,24,375,3.07,4.61,8,36.88,3.7542176,3.0,517
